user_id,age,occupation,gender
140523,29,academic/educator,M
14053,33,sales/marketing,M
140544,29,retired,M
140547,29,self-employed,M
140554,19,executive/managerial,M
140565,26,scientist,M
140580,26,self-employed,M
140586,22,college/grad student,M
140591,31,college/grad student,M
140597,30,technician/engineer,M
140610,25,academic/educator,M
140611,32,other or not specified,M
140634,22,sales/marketing,M
140639,33,scientist,M
140643,34,sales/marketing,F
140645,26,college/grad student,M
140650,34,other or not specified,F
140651,19,homemaker,M
14066,31,executive/managerial,M
140666,32,scientist,M
14067,31,college/grad student,M
14068,28,executive/managerial,M
140689,30,sales/marketing,M
14069,30,sales/marketing,M
140696,31,clerical/admin,M
140704,27,college/grad student,M
140712,31,college/grad student,F
140716,29,other or not specified,M
140736,25,other or not specified,M
140741,31,executive/managerial,M
140742,49,self-employed,F
140754,34,self-employed,M
140756,26,other or not specified,M
140764,28,homemaker,F
140766,28,college/grad student,F
140768,31,other or not specified,F
14077,23,college/grad student,M
140779,26,executive/managerial,F
140781,31,other or not specified,M
140786,31,other or not specified,M
140787,32,other or not specified,F
140800,26,college/grad student,F
140805,28,college/grad student,M
140808,32,sales/marketing,F
140813,25,customer service,M
140821,37,technician/engineer,M
140827,27,scientist,F
140832,25,executive/managerial,M
140833,33,executive/managerial,M
140841,33,academic/educator,M
140846,26,college/grad student,M
140850,26,college/grad student,M
140856,32,other or not specified,M
140865,28,college/grad student,M
140868,18,homemaker,F
140869,33,homemaker,M
140871,21,scientist,M
140875,28,college/grad student,F
140893,30,homemaker,F
140904,27,other or not specified,F
140912,27,scientist,M
140920,30,college/grad student,M
140923,27,college/grad student,M
14094,33,college/grad student,M
140940,25,college/grad student,M
140942,42,sales/marketing,M
140955,28,executive/managerial,M
140965,30,college/grad student,M
140987,27,college/grad student,M
140991,31,scientist,M
1410,28,clerical/admin,M
141019,70,executive/managerial,M
141024,34,executive/managerial,M
141030,34,self-employed,M
141046,27,academic/educator,M
141048,29,scientist,M
141058,30,academic/educator,M
14106,34,college/grad student,M
141060,32,college/grad student,M
141065,27,other or not specified,M
141066,27,college/grad student,M
141068,30,executive/managerial,M
141071,25,college/grad student,M
141078,30,scientist,M
1411,28,clerical/admin,M
141105,34,sales/marketing,M
141114,32,sales/marketing,M
141124,26,college/grad student,M
141126,34,executive/managerial,M
141137,33,other or not specified,M
141142,30,sales/marketing,M
141148,30,sales/marketing,M
141157,25,academic/educator,F
14116,34,self-employed,M
141163,33,clerical/admin,M
141165,31,executive/managerial,M
141175,25,lawyer,M
141176,34,college/grad student,M
14118,41,executive/managerial,M
141184,26,academic/educator,F
141204,26,college/grad student,M
141213,34,scientist,M
141219,26,college/grad student,M
141221,26,clerical/admin,F
141222,25,scientist,M
141227,31,scientist,M
141231,25,executive/managerial,M
141237,25,scientist,M
141252,52,executive/managerial,F
141260,28,executive/managerial,M
141264,29,college/grad student,M
141278,34,self-employed,M
141281,33,retired,M
141286,30,executive/managerial,M
14130,28,college/grad student,M
141306,34,sales/marketing,M
141314,30,college/grad student,F
141321,22,sales/marketing,M
141331,34,sales/marketing,F
141348,59,academic/educator,F
141353,21,K-12 student,F
141355,26,sales/marketing,F
141356,24,sales/marketing,M
141363,28,sales/marketing,M
141364,34,college/grad student,M
141370,27,other or not specified,M
141385,28,executive/managerial,M
14139,26,K-12 student,M
141392,33,sales/marketing,M
141393,26,self-employed,M
141403,30,executive/managerial,M
141409,28,other or not specified,M
141413,78,retired,F
141415,32,self-employed,M
141421,31,other or not specified,M
141425,27,scientist,M
141426,40,executive/managerial,M
141427,25,executive/managerial,M
141439,32,executive/managerial,M
14144,29,college/grad student,M
141446,30,college/grad student,M
141457,27,college/grad student,F
141462,34,college/grad student,M
141464,30,self-employed,F
141465,33,self-employed,M
14147,33,college/grad student,M
14148,18,sales/marketing,M
141482,27,executive/managerial,M
141484,28,scientist,M
141511,27,executive/managerial,M
141514,50,sales/marketing,M
14152,31,clerical/admin,M
141538,31,college/grad student,M
141541,30,unemployed,M
141546,33,college/grad student,F
141554,30,sales/marketing,M
141564,18,artist,F
141569,30,college/grad student,F
141572,33,executive/managerial,M
141584,27,sales/marketing,M
141585,30,executive/managerial,M
141591,29,scientist,M
141606,28,college/grad student,M
141608,30,college/grad student,M
141615,25,scientist,M
141626,31,college/grad student,M
141637,30,other or not specified,M
141640,29,scientist,M
14165,31,executive/managerial,M
141650,30,college/grad student,F
141658,38,academic/educator,M
141671,17,K-12 student,M
141672,29,retired,M
141679,19,sales/marketing,M
141681,30,college/grad student,M
141691,23,college/grad student,M
141706,41,academic/educator,M
141712,20,self-employed,M
141713,28,executive/managerial,M
141716,34,college/grad student,M
141739,25,college/grad student,M
141743,27,college/grad student,F
141752,34,college/grad student,M
141753,25,executive/managerial,M
141757,25,scientist,M
141762,32,sales/marketing,F
141765,32,college/grad student,F
141766,30,college/grad student,F
141787,33,college/grad student,M
141788,28,college/grad student,M
141802,34,sales/marketing,M
141807,25,executive/managerial,M
141808,26,college/grad student,M
141827,31,college/grad student,F
141828,33,college/grad student,M
141831,26,college/grad student,M
141832,17,K-12 student,M
141833,32,self-employed,M
141834,29,sales/marketing,M
14184,31,sales/marketing,M
141849,28,K-12 student,M
141850,30,sales/marketing,M
141856,25,academic/educator,M
141859,27,college/grad student,M
141861,31,sales/marketing,M
141866,8,K-12 student,M
141879,22,sales/marketing,M
141881,18,artist,M
141885,34,scientist,F
141899,27,college/grad student,M
141916,30,executive/managerial,M
141918,30,executive/managerial,M
141931,34,artist,F
141940,31,sales/marketing,M
141941,25,college/grad student,M
141951,21,tradesman/craftsman,M
141952,33,scientist,M
141959,31,sales/marketing,M
141964,20,sales/marketing,M
141968,30,self-employed,F
141987,34,scientist,M
141997,27,college/grad student,M
141999,30,college/grad student,F
142002,27,executive/managerial,M
142023,82,executive/managerial,M
142027,33,technician/engineer,M
142035,14,K-12 student,M
142039,27,college/grad student,M
14205,32,artist,M
142058,27,executive/managerial,M
142063,30,college/grad student,M
142068,33,executive/managerial,M
142072,32,college/grad student,M
142083,33,college/grad student,M
142086,33,academic/educator,M
142091,28,self-employed,M
142094,42,academic/educator,F
14211,29,sales/marketing,M
142110,25,executive/managerial,M
142112,15,college/grad student,M
142125,25,scientist,M
142134,30,sales/marketing,M
142145,28,college/grad student,F
142146,28,executive/managerial,M
142151,38,writer,M
142152,32,executive/managerial,M
142156,26,clerical/admin,F
142158,30,college/grad student,M
142165,25,other or not specified,M
14217,22,K-12 student,M
142172,31,sales/marketing,M
142173,32,scientist,M
142174,31,college/grad student,M
142179,18,sales/marketing,M
14218,30,college/grad student,M
1422,28,executive/managerial,M
142217,25,executive/managerial,M
14222,25,executive/managerial,M
142220,28,college/grad student,M
142221,30,executive/managerial,M
142223,84,executive/managerial,M
142224,34,sales/marketing,M
142225,25,executive/managerial,M
142226,30,other or not specified,M
142230,25,college/grad student,M
142232,29,college/grad student,M
142233,30,executive/managerial,M
142237,30,sales/marketing,F
142245,33,homemaker,F
14226,25,executive/managerial,F
142260,34,college/grad student,M
142270,31,executive/managerial,M
142280,33,executive/managerial,M
142285,28,scientist,M
142288,28,college/grad student,M
142294,37,college/grad student,F
14230,28,sales/marketing,M
142324,29,other or not specified,M
142333,29,other or not specified,M
142335,33,sales/marketing,M
142351,29,sales/marketing,M
142359,25,college/grad student,M
14236,25,homemaker,M
142366,33,college/grad student,M
142380,22,sales/marketing,M
142381,30,college/grad student,F
142383,29,college/grad student,F
142391,18,college/grad student,M
142401,26,retired,F
142409,29,self-employed,M
14241,33,artist,F
142418,25,scientist,M
14242,21,college/grad student,M
142421,25,scientist,M
142426,34,college/grad student,M
142428,75,executive/managerial,M
142438,28,other or not specified,M
142446,26,college/grad student,M
142449,25,college/grad student,M
142452,29,executive/managerial,F
142456,43,artist,M
142457,31,college/grad student,M
14246,21,K-12 student,M
142461,28,college/grad student,F
142466,27,college/grad student,M
142487,29,other or not specified,M
142505,28,executive/managerial,M
142512,34,scientist,M
142516,31,sales/marketing,M
142518,30,scientist,M
14252,31,college/grad student,M
14253,25,self-employed,M
142532,32,academic/educator,F
142537,30,college/grad student,F
142540,19,sales/marketing,M
142541,26,technician/engineer,M
142545,23,sales/marketing,M
142560,28,other or not specified,F
142571,29,homemaker,F
142585,30,other or not specified,M
14259,30,retired,M
142592,25,sales/marketing,M
142600,28,sales/marketing,M
142602,26,tradesman/craftsman,M
142609,32,college/grad student,M
142619,33,executive/managerial,M
142625,29,artist,M
142630,33,college/grad student,M
14264,29,executive/managerial,M
142647,31,college/grad student,M
142667,34,executive/managerial,M
142676,25,sales/marketing,M
142681,31,sales/marketing,M
142689,37,executive/managerial,F
142700,45,sales/marketing,M
142704,32,executive/managerial,M
142717,30,executive/managerial,M
142721,25,college/grad student,M
142724,27,college/grad student,M
142729,32,college/grad student,M
142734,27,college/grad student,M
142737,25,executive/managerial,M
142739,32,executive/managerial,F
142743,27,sales/marketing,M
142749,81,academic/educator,M
142755,34,college/grad student,M
142772,26,executive/managerial,M
142791,30,college/grad student,M
142794,34,scientist,M
142800,38,sales/marketing,F
142803,38,K-12 student,F
142837,33,artist,M
14284,29,college/grad student,M
142846,40,sales/marketing,M
142848,32,executive/managerial,M
142861,29,executive/managerial,M
142870,18,executive/managerial,M
142880,28,self-employed,M
142889,34,academic/educator,M
142894,19,college/grad student,M
142897,32,homemaker,M
14290,34,college/grad student,F
142910,18,homemaker,F
142918,25,college/grad student,M
142919,33,college/grad student,M
142931,32,executive/managerial,M
142941,29,scientist,M
142942,75,doctor/health care,F
142959,27,other or not specified,F
14296,31,executive/managerial,M
142968,28,scientist,M
14297,30,executive/managerial,F
142971,26,sales/marketing,M
142977,30,college/grad student,M
142978,30,executive/managerial,M
142986,29,executive/managerial,M
142990,31,college/grad student,M
142997,25,self-employed,M
143004,30,college/grad student,M
143008,18,scientist,M
143013,18,sales/marketing,M
143026,29,executive/managerial,M
143027,26,executive/managerial,M
143037,28,sales/marketing,M
143039,31,doctor/health care,F
143048,26,artist,F
143051,32,sales/marketing,M
143053,26,sales/marketing,M
143060,32,programmer,M
143075,26,customer service,M
143080,34,self-employed,M
143092,32,college/grad student,M
143099,33,executive/managerial,F
143102,34,self-employed,M
143119,31,sales/marketing,M
143122,33,college/grad student,M
143129,66,retired,F
143133,31,scientist,M
143139,30,other or not specified,M
143143,34,self-employed,F
143159,21,K-12 student,F
143170,29,sales/marketing,M
143172,27,college/grad student,M
143178,27,college/grad student,M
143184,30,college/grad student,F
143185,26,technician/engineer,M
143198,30,sales/marketing,M
143205,25,college/grad student,F
143209,30,sales/marketing,F
143221,32,college/grad student,F
143225,31,scientist,M
143229,26,college/grad student,M
14323,18,scientist,M
143234,34,K-12 student,M
143241,27,executive/managerial,M
143248,30,college/grad student,M
14325,34,academic/educator,F
143253,18,K-12 student,M
143256,34,other or not specified,M
143259,28,academic/educator,M
143260,30,homemaker,F
143262,26,executive/managerial,M
143263,28,sales/marketing,F
143266,41,clerical/admin,F
143273,25,executive/managerial,M
143277,53,executive/managerial,M
143279,24,sales/marketing,M
143294,25,sales/marketing,M
14330,33,self-employed,M
143301,18,other or not specified,M
143304,50,other or not specified,M
143309,42,sales/marketing,M
143310,34,homemaker,F
143315,25,artist,M
143316,29,executive/managerial,M
143318,30,college/grad student,F
143324,34,college/grad student,M
143329,33,college/grad student,M
143333,30,college/grad student,M
143334,31,executive/managerial,M
143335,33,college/grad student,M
143339,29,other or not specified,M
143351,30,sales/marketing,M
143360,40,executive/managerial,M
143369,18,homemaker,M
143381,27,college/grad student,F
143385,28,college/grad student,F
143386,30,college/grad student,M
143396,30,college/grad student,M
143398,32,sales/marketing,M
143404,34,executive/managerial,M
143410,28,sales/marketing,M
143413,34,academic/educator,F
143415,30,college/grad student,M
143447,31,sales/marketing,M
14345,18,sales/marketing,M
143451,27,sales/marketing,M
143455,26,other or not specified,M
14346,26,sales/marketing,M
143478,29,college/grad student,M
143479,33,academic/educator,M
143480,31,executive/managerial,M
143484,10,K-12 student,M
143486,33,sales/marketing,M
143499,27,other or not specified,M
1435,26,sales/marketing,M
143504,28,self-employed,F
143506,24,self-employed,M
143508,31,college/grad student,M
143519,44,executive/managerial,M
143525,22,sales/marketing,F
143542,30,artist,M
143555,32,executive/managerial,M
143566,27,executive/managerial,M
143579,29,executive/managerial,M
14358,64,retired,F
143581,29,clerical/admin,M
143583,40,programmer,M
143587,22,K-12 student,M
143589,27,other or not specified,M
143591,31,sales/marketing,M
143597,34,sales/marketing,M
143598,26,college/grad student,M
143616,29,college/grad student,F
143629,36,scientist,M
143639,33,college/grad student,M
143648,29,college/grad student,M
143659,28,artist,F
143662,28,college/grad student,M
143667,24,sales/marketing,M
143675,32,executive/managerial,M
143676,24,executive/managerial,M
143712,31,self-employed,F
143713,35,clerical/admin,M
14372,25,executive/managerial,M
143720,23,homemaker,M
143721,30,self-employed,F
143734,28,homemaker,F
143740,29,scientist,M
143759,31,other or not specified,F
143763,28,sales/marketing,M
143764,26,retired,F
143774,29,homemaker,M
143781,29,college/grad student,M
143796,30,sales/marketing,M
143800,33,executive/managerial,M
143802,31,executive/managerial,M
143826,31,executive/managerial,M
143828,25,college/grad student,M
14384,25,sales/marketing,M
143847,31,college/grad student,M
143870,30,self-employed,M
143885,26,sales/marketing,F
14389,32,retired,F
143904,25,college/grad student,M
143905,31,homemaker,M
143906,31,college/grad student,M
143907,25,scientist,M
143912,26,college/grad student,M
143925,24,sales/marketing,M
143927,34,college/grad student,M
143930,32,sales/marketing,M
143932,23,K-12 student,M
143936,31,scientist,M
143949,34,self-employed,M
144020,28,homemaker,M
144025,34,sales/marketing,M
144035,28,college/grad student,M
144044,32,executive/managerial,M
144055,35,self-employed,F
144056,27,scientist,M
144062,28,college/grad student,M
144064,25,executive/managerial,M
144076,32,college/grad student,M
144082,24,sales/marketing,M
144090,18,K-12 student,F
144103,31,college/grad student,M
144106,32,college/grad student,M
144111,29,artist,M
144137,33,sales/marketing,M
144159,44,executive/managerial,F
144161,33,executive/managerial,M
144176,18,tradesman/craftsman,M
144192,23,college/grad student,M
144204,32,executive/managerial,M
144210,19,K-12 student,M
144218,28,college/grad student,M
14422,34,homemaker,F
144225,28,homemaker,M
144227,28,executive/managerial,M
144233,34,college/grad student,F
144237,21,K-12 student,M
144246,30,college/grad student,F
144257,41,executive/managerial,F
14427,35,academic/educator,M
144270,33,executive/managerial,M
144291,66,retired,F
144292,27,executive/managerial,M
144295,22,college/grad student,M
144296,30,college/grad student,M
144297,31,executive/managerial,M
144298,25,scientist,M
144300,32,college/grad student,M
144302,35,technician/engineer,M
144316,28,college/grad student,M
144328,24,clerical/admin,M
144330,27,college/grad student,F
144335,24,K-12 student,M
144336,28,college/grad student,F
144339,34,college/grad student,M
144342,25,college/grad student,M
144359,25,academic/educator,F
144365,28,other or not specified,M
144381,32,executive/managerial,M
144391,31,executive/managerial,M
144392,33,homemaker,M
144396,32,college/grad student,M
144404,26,scientist,M
144407,33,academic/educator,M
144408,30,college/grad student,F
144410,25,sales/marketing,M
144417,28,clerical/admin,M
144421,31,college/grad student,M
144424,23,sales/marketing,F
144431,33,college/grad student,M
144432,24,sales/marketing,M
144439,31,college/grad student,M
144440,20,college/grad student,M
144443,21,K-12 student,M
144447,27,sales/marketing,M
144451,22,scientist,M
144460,29,K-12 student,M
144471,30,academic/educator,M
144494,25,college/grad student,F
144497,26,college/grad student,M
144505,27,executive/managerial,M
144516,23,sales/marketing,M
144519,27,college/grad student,M
144525,30,other or not specified,M
144528,17,K-12 student,M
144535,25,executive/managerial,M
144536,39,academic/educator,M
144545,27,scientist,M
144556,33,sales/marketing,M
14457,33,artist,F
144573,27,college/grad student,M
144577,31,other or not specified,M
144581,27,sales/marketing,M
144598,33,scientist,M
144599,34,executive/managerial,M
144614,28,executive/managerial,M
144622,25,homemaker,M
144628,27,scientist,M
14463,30,scientist,M
144637,34,executive/managerial,M
144651,33,artist,F
144667,41,other or not specified,M
144670,32,executive/managerial,M
144684,19,K-12 student,M
144700,29,sales/marketing,M
144725,32,executive/managerial,M
144738,26,sales/marketing,M
144741,32,self-employed,M
144748,26,self-employed,M
144774,32,college/grad student,M
144777,34,scientist,M
144787,30,executive/managerial,M
144791,25,other or not specified,M
144792,34,self-employed,M
144793,29,college/grad student,M
144805,26,college/grad student,M
14481,36,executive/managerial,M
144810,34,college/grad student,M
144822,29,college/grad student,M
144824,37,executive/managerial,M
144825,26,college/grad student,M
144827,27,executive/managerial,M
144833,32,programmer,M
144839,32,scientist,M
14484,77,academic/educator,F
144859,24,college/grad student,M
144868,21,scientist,M
144872,26,other or not specified,M
144877,29,executive/managerial,M
144879,34,scientist,F
144890,26,clerical/admin,M
144891,32,college/grad student,M
144893,28,sales/marketing,M
144895,33,technician/engineer,M
144896,31,sales/marketing,M
144916,29,executive/managerial,M
144941,9,K-12 student,M
144943,38,executive/managerial,F
144949,30,college/grad student,M
144957,30,executive/managerial,M
144965,33,artist,F
144966,30,executive/managerial,M
144967,53,academic/educator,M
144972,22,customer service,M
144976,84,artist,F
144995,30,scientist,M
145004,29,executive/managerial,M
14502,18,scientist,F
145022,14,K-12 student,F
145023,21,self-employed,F
145028,31,self-employed,F
14503,33,sales/marketing,F
145030,31,sales/marketing,M
145040,23,sales/marketing,M
145052,31,sales/marketing,M
145053,28,college/grad student,M
145056,32,executive/managerial,M
145073,34,college/grad student,M
145087,27,scientist,M
145099,30,self-employed,F
145105,34,college/grad student,F
145120,33,college/grad student,M
145128,25,college/grad student,M
145136,37,sales/marketing,M
145155,27,college/grad student,M
14516,29,college/grad student,M
145163,18,self-employed,M
145170,25,self-employed,F
145177,26,academic/educator,F
145182,33,homemaker,M
145202,31,scientist,F
145205,34,college/grad student,M
145208,25,executive/managerial,M
145210,29,self-employed,M
14523,31,college/grad student,M
145232,25,executive/managerial,M
145249,43,executive/managerial,M
145256,32,other or not specified,F
145258,25,college/grad student,M
145268,26,executive/managerial,M
145271,30,college/grad student,M
145272,32,college/grad student,F
145276,26,scientist,F
145277,30,other or not specified,M
145282,41,writer,M
145287,31,scientist,M
145290,59,retired,F
145294,29,writer,M
145302,29,college/grad student,M
145303,29,other or not specified,F
145316,26,college/grad student,M
145325,31,executive/managerial,M
145336,19,sales/marketing,M
145343,27,college/grad student,M
145351,29,college/grad student,M
145352,28,self-employed,M
145357,32,executive/managerial,M
145360,27,college/grad student,M
145381,30,college/grad student,M
145416,21,technician/engineer,M
145418,23,scientist,M
145423,34,college/grad student,M
145433,32,college/grad student,F
145448,32,sales/marketing,M
145449,33,other or not specified,F
145450,30,scientist,M
145457,28,executive/managerial,M
145475,27,college/grad student,M
145477,20,college/grad student,M
145487,32,executive/managerial,M
145491,25,executive/managerial,M
145494,34,scientist,M
145505,25,executive/managerial,M
14551,28,sales/marketing,M
145516,32,other or not specified,M
145527,33,executive/managerial,M
145551,30,other or not specified,M
145554,25,sales/marketing,M
145558,28,college/grad student,F
145561,29,college/grad student,M
145567,30,lawyer,M
145574,31,programmer,M
145577,34,executive/managerial,M
145583,28,executive/managerial,M
145584,30,executive/managerial,M
145589,34,self-employed,M
14559,29,sales/marketing,M
145590,26,college/grad student,M
145607,41,other or not specified,F
145610,31,executive/managerial,M
145611,29,college/grad student,M
145619,27,executive/managerial,M
145621,27,executive/managerial,M
145629,27,college/grad student,M
145637,32,executive/managerial,M
145641,29,college/grad student,M
145643,33,executive/managerial,M
145644,28,executive/managerial,M
145646,34,sales/marketing,M
145653,30,clerical/admin,F
145654,31,self-employed,F
145655,31,other or not specified,M
14566,42,other or not specified,M
145662,30,other or not specified,M
145675,33,other or not specified,M
145704,33,executive/managerial,M
145708,25,sales/marketing,M
145710,31,executive/managerial,M
145718,32,executive/managerial,M
14572,44,clerical/admin,M
145723,23,sales/marketing,M
145731,26,executive/managerial,M
145733,29,sales/marketing,M
145735,28,college/grad student,M
14574,28,executive/managerial,M
145741,32,executive/managerial,M
145773,30,homemaker,M
145795,31,clerical/admin,M
145800,18,sales/marketing,F
145804,32,college/grad student,M
145813,36,executive/managerial,F
145815,32,executive/managerial,M
145818,33,executive/managerial,F
145825,29,homemaker,M
145830,25,programmer,M
145852,32,other or not specified,M
145855,30,academic/educator,F
145872,42,sales/marketing,F
14588,30,college/grad student,M
145915,27,college/grad student,M
145927,29,executive/managerial,M
145934,26,executive/managerial,M
145963,28,executive/managerial,M
145964,34,college/grad student,M
145968,27,executive/managerial,M
145975,42,academic/educator,M
145977,27,executive/managerial,M
145987,28,college/grad student,M
145990,28,college/grad student,M
145992,50,executive/managerial,M
145996,50,academic/educator,M
146004,25,college/grad student,M
146005,30,self-employed,M
14602,29,self-employed,M
146021,24,sales/marketing,M
146028,19,other or not specified,M
146029,31,college/grad student,F
146043,24,sales/marketing,M
146054,34,college/grad student,M
146063,27,artist,M
14607,31,scientist,M
146086,27,college/grad student,M
146098,30,sales/marketing,F
146116,33,artist,M
146120,21,college/grad student,M
146122,50,academic/educator,F
146126,28,tradesman/craftsman,M
146140,26,tradesman/craftsman,M
146148,28,executive/managerial,M
146155,31,scientist,M
146167,30,executive/managerial,M
14617,27,college/grad student,M
146178,31,executive/managerial,M
146180,25,scientist,M
146189,27,college/grad student,F
146195,33,scientist,M
146199,33,sales/marketing,M
146202,28,executive/managerial,M
146216,50,academic/educator,M
14622,29,executive/managerial,M
146220,29,college/grad student,M
146221,34,executive/managerial,M
146223,28,farmer,M
146238,34,executive/managerial,M
146243,30,sales/marketing,M
146250,21,K-12 student,M
146254,31,executive/managerial,M
146264,34,executive/managerial,M
146308,29,technician/engineer,M
146314,28,college/grad student,F
146317,31,retired,M
146326,25,scientist,M
146339,29,executive/managerial,M
146349,20,sales/marketing,M
14635,27,college/grad student,M
146353,29,homemaker,F
146367,31,clerical/admin,M
146368,31,college/grad student,M
146385,31,academic/educator,F
146389,31,scientist,M
146397,33,homemaker,M
146412,30,executive/managerial,F
146415,30,self-employed,M
146420,32,scientist,F
146424,32,college/grad student,M
146427,67,academic/educator,F
146429,25,sales/marketing,M
146438,34,academic/educator,M
146440,32,college/grad student,M
146442,34,sales/marketing,M
146443,26,academic/educator,M
14645,30,academic/educator,M
146451,26,programmer,M
146453,31,sales/marketing,M
146466,25,college/grad student,M
14647,34,scientist,M
146481,30,executive/managerial,M
146492,33,other or not specified,M
146494,25,academic/educator,F
146497,29,homemaker,M
146499,30,college/grad student,F
146501,27,self-employed,M
146506,28,executive/managerial,M
146525,34,sales/marketing,M
146526,21,K-12 student,M
146529,32,scientist,M
146533,29,college/grad student,F
146537,44,executive/managerial,M
14654,29,executive/managerial,M
146554,26,college/grad student,M
146558,33,retired,F
146560,33,executive/managerial,M
146565,30,executive/managerial,M
146578,24,sales/marketing,M
146583,27,tradesman/craftsman,M
146586,27,customer service,M
146598,26,college/grad student,M
146599,27,executive/managerial,M
146618,25,scientist,M
146626,31,college/grad student,M
146629,33,other or not specified,M
146631,33,academic/educator,M
146638,29,sales/marketing,M
146640,30,other or not specified,M
146642,31,scientist,M
146643,27,academic/educator,F
146647,30,technician/engineer,M
146662,22,sales/marketing,M
146663,33,other or not specified,M
146664,29,college/grad student,M
146665,30,executive/managerial,M
146674,38,academic/educator,M
146681,27,college/grad student,M
14670,32,academic/educator,M
146700,21,sales/marketing,M
146732,27,scientist,M
146737,29,sales/marketing,M
146746,34,college/grad student,M
146752,26,self-employed,M
146763,28,executive/managerial,M
146766,25,self-employed,M
146767,34,self-employed,M
146782,34,college/grad student,M
146789,28,programmer,M
1468,25,unemployed,M
146807,34,college/grad student,M
146811,33,other or not specified,M
146826,29,sales/marketing,F
146832,28,self-employed,F
146837,33,sales/marketing,M
146841,10,K-12 student,M
146842,28,college/grad student,M
146848,25,executive/managerial,M
146851,29,K-12 student,F
146852,33,executive/managerial,M
146856,30,scientist,M
146862,25,college/grad student,M
14687,18,K-12 student,M
146871,26,sales/marketing,M
146891,33,sales/marketing,M
146892,28,sales/marketing,M
146894,27,scientist,M
146897,30,college/grad student,M
146900,34,clerical/admin,F
146907,31,college/grad student,M
146926,70,executive/managerial,F
14693,27,artist,F
146930,32,executive/managerial,M
146944,21,K-12 student,M
146946,26,self-employed,F
146958,30,college/grad student,M
146965,29,homemaker,M
146970,30,other or not specified,M
146987,25,sales/marketing,M
146991,32,clerical/admin,M
147012,26,technician/engineer,M
147018,23,sales/marketing,M
147019,21,scientist,M
147031,34,scientist,M
147046,32,self-employed,M
147077,26,scientist,M
147084,30,academic/educator,M
147091,84,retired,F
147093,27,executive/managerial,M
147095,29,sales/marketing,M
147096,26,technician/engineer,M
147111,27,college/grad student,M
147112,26,executive/managerial,M
147137,27,executive/managerial,M
147139,31,sales/marketing,F
147140,18,homemaker,M
147144,33,scientist,M
147150,34,sales/marketing,M
14716,31,other or not specified,M
147164,44,executive/managerial,F
147174,34,college/grad student,M
14719,28,other or not specified,M
147194,22,K-12 student,M
147197,27,programmer,M
147199,25,other or not specified,M
14720,33,scientist,M
147200,44,artist,F
14721,31,executive/managerial,M
147210,34,executive/managerial,M
147238,28,college/grad student,M
147249,26,college/grad student,M
14727,32,college/grad student,M
147271,29,college/grad student,M
147277,21,homemaker,M
147278,42,self-employed,M
147279,25,sales/marketing,M
14728,58,executive/managerial,M
147293,31,other or not specified,F
147297,27,scientist,M
147308,34,scientist,M
147309,34,sales/marketing,M
147315,34,college/grad student,M
147319,25,executive/managerial,M
147320,26,scientist,M
147325,34,scientist,M
147336,34,programmer,M
147342,25,homemaker,M
147352,28,college/grad student,M
147357,25,college/grad student,M
147360,25,college/grad student,M
147361,26,other or not specified,M
147373,32,college/grad student,F
147377,26,self-employed,M
147382,31,self-employed,F
147383,25,other or not specified,M
147391,25,executive/managerial,M
147394,25,artist,F
147396,14,sales/marketing,M
147399,30,other or not specified,M
147403,28,sales/marketing,M
147416,38,clerical/admin,M
147418,26,college/grad student,M
147462,38,academic/educator,F
147469,32,artist,F
147471,29,other or not specified,M
147499,27,college/grad student,M
147507,31,tradesman/craftsman,M
147510,27,college/grad student,F
147530,27,self-employed,M
147532,27,artist,F
147543,28,other or not specified,F
147553,19,scientist,M
147555,25,self-employed,M
147561,30,executive/managerial,M
147562,28,scientist,F
147572,28,scientist,M
147575,26,scientist,M
147584,28,sales/marketing,M
147586,28,college/grad student,M
14759,18,scientist,M
14760,29,other or not specified,M
147613,33,programmer,M
14762,35,executive/managerial,M
147629,32,college/grad student,M
147646,30,academic/educator,M
147647,34,scientist,M
147671,31,college/grad student,M
147678,34,other or not specified,M
147681,87,retired,F
14769,25,college/grad student,F
147692,18,self-employed,F
147694,33,executive/managerial,M
147695,25,scientist,F
147705,18,K-12 student,M
147706,36,college/grad student,F
147715,24,executive/managerial,M
147719,30,college/grad student,M
14773,29,other or not specified,M
147742,29,college/grad student,M
147746,32,other or not specified,M
147785,25,other or not specified,M
147792,28,sales/marketing,M
147794,18,K-12 student,M
147797,32,other or not specified,M
147805,33,college/grad student,M
147825,31,college/grad student,M
14783,34,other or not specified,M
147838,28,executive/managerial,M
14785,34,college/grad student,M
147852,29,college/grad student,M
147864,27,executive/managerial,M
147868,43,sales/marketing,M
147886,29,college/grad student,M
147888,28,college/grad student,M
1479,25,college/grad student,M
14791,34,K-12 student,M
147910,26,college/grad student,F
147916,29,executive/managerial,M
147925,21,scientist,M
147926,30,sales/marketing,M
147937,28,college/grad student,M
147944,29,other or not specified,M
147945,25,self-employed,M
147971,29,college/grad student,M
147988,18,sales/marketing,F
147989,34,other or not specified,F
14799,26,other or not specified,F
147992,33,executive/managerial,M
148019,28,college/grad student,M
148023,29,college/grad student,M
148024,70,retired,F
148027,31,executive/managerial,M
148029,21,K-12 student,F
148035,39,self-employed,F
148037,31,college/grad student,M
148038,30,executive/managerial,M
148040,24,executive/managerial,M
148047,34,scientist,M
